date,air_humidity_DWD,air_temperature_daily_max_DWD,air_temperature_daily_mean_DWD,air_temperature_daily_min_DWD,precipitation_DWD,snow_height_DWD,sunshine_hours_DWD,wind_speed_max_DWD
6/17/2008,61,21.7,14.4,6,0,0,12.8,6.3
6/18/2008,58,23.5,16.9,7.8,0,0,10.7,12.2
6/19/2008,71,22.6,17.1,12,0.3,0,2.2,13.7
6/20/2008,69,20.3,15.9,10.6,0,0,7.5,10.5
6/21/2008,63,23.6,17.8,12.5,0,0,7.5,7
6/22/2008,73,30.8,21.7,15.2,15.4,0,6.1,17.8
6/23/2008,61,21.5,16.3,10,0,0,13.1,14.7
6/24/2008,59,21.9,15.6,7,0,0,12.7,7.9
6/25/2008,63,25.8,18.5,12.7,0,0,5.1,12.1
6/26/2008,59,24.4,18.6,13.4,0.8,0,9.8,9.4
6/27/2008,64,21.3,16.5,11.8,0,0,6.7,14.6
6/28/2008,82,21.3,17.3,14.3,0.6,0,1.6,11.6
6/29/2008,67,23.8,18.4,13.7,0,0,9.1,9.2
6/30/2008,59,24.7,18.7,13,0,0,12,7.6
7/1/2008,52,28.6,21.4,11,0,0,15.1,6.9
7/2/2008,49,33.7,25.5,16.3,0,0,12.8,13.1
7/3/2008,76,27.2,20.5,14.3,5.4,0,4.5,10.6
7/4/2008,85,22.5,15.8,13.2,1.4,0,4.7,13
7/5/2008,60,25,18.9,11.3,0.5,0,12.8,5.9
7/6/2008,64,25.5,19.4,15,0,0,9.7,11.2
7/7/2008,73,21.6,15.9,13.7,7,0,4.3,16.3
7/8/2008,74,21,15.8,11.7,2.8,0,4.3,14
7/9/2008,73,20.4,15.7,11,6.8,0,4.9,12
7/10/2008,90,22,17.6,14,23.5,0,0.3,9.9
7/11/2008,80,21.7,17.3,13.5,0.6,0,2.6,10.1
7/12/2008,77,20.4,16.1,11.5,0.9,0,5.1,14.7
7/13/2008,69,21,15.5,10.5,0,0,8.8,8
7/14/2008,69,22.5,17,11.4,0,0,6.8,8.4
7/15/2008,67,24.4,18.5,13.6,0.9,0,3.8,10.7
7/16/2008,79,20.8,16.2,10.1,1.2,0,2.6,11.3
7/17/2008,79,19.5,14.6,10.2,3.1,0,1.4,8.9
7/18/2008,91,17.1,14.5,12.5,2.2,0,0,10.1
7/19/2008,89,21,16.1,13.5,10.4,0,3.4,14.4
7/20/2008,79,20.8,14.3,10.7,2,0,4,11.6
7/21/2008,86,16.8,12.7,11.4,3.7,0,0.7,15.3
7/22/2008,82,18.6,14.9,11.3,0,0,2.6,10.3
7/23/2008,84,21.6,15.8,11.9,0.1,0,2.2,5.1
7/24/2008,67,25.9,19.1,11.5,0,0,12.2,10.3
7/25/2008,67,27.9,21.7,16,0,0,6.7,9.8
7/26/2008,75,30.7,23.4,18.7,0.1,0,4.4,9.9
7/27/2008,66,31.1,24.1,17.4,0,0,10.5,6.4
7/28/2008,50,32,25.2,16.2,0,0,14.4,10.3
7/29/2008,71,29.6,21.8,17.5,13.2,0,8.1,6.4
7/30/2008,NA,26.8,NA,16.7,0,0,9.5,5.6
7/31/2008,NA,31.7,NA,NA,0,0,11.2,9.7
8/1/2008,68,27.7,22.1,15.6,0,0,6.4,11.3
8/2/2008,69,25.2,19.3,14.4,0.8,0,4.2,12.3
8/3/2008,83,24.3,19,16.2,38.4,0,3.9,10.1
8/4/2008,74,21.7,17.6,14.8,0,0,6.9,13.3
8/5/2008,74,23.9,18.1,14.1,0.4,0,5.6,9.5
8/6/2008,73,27.6,21.1,16,0,0,6.3,7.9
8/7/2008,72,30.3,22.8,17.2,0.3,0,9.5,14.1
8/8/2008,83,22,17.6,12.3,14.6,0,5.2,14.2
8/9/2008,72,20.5,16.4,12.2,0.2,0,5.1,9.4
8/10/2008,83,19.1,17.5,16.2,0.9,0,0.8,13.1
8/11/2008,73,21.9,17.5,14.1,0,0,7.5,10.5
8/12/2008,79,23.5,18,14,2.9,0,3.8,14.1
8/13/2008,79,20.3,15.8,13.5,3,0,7.4,15.4
8/14/2008,69,21.1,16.2,11.1,0,0,9.7,14.3
8/15/2008,74,22.2,15.5,10,4.6,0,8.3,9.5
8/16/2008,70,22.7,15.9,8.9,0,0,12.5,7.1
8/17/2008,70,25,17.2,9.4,1.6,0,7.8,7.2
8/18/2008,92,20.3,16.5,14.1,7.8,0,0.4,8.7
8/19/2008,81,21.4,17.7,13.9,1.8,0,2.5,11.4
8/20/2008,85,20.1,16.5,14.7,9.5,0,1.5,11.2
8/21/2008,77,22.3,17.4,13.3,0,0,3.3,13.9
8/22/2008,88,19.6,16.1,11.9,36.5,0,0.9,8.2
8/23/2008,92,17,13,10.6,10.5,0,3.7,10.5
8/24/2008,82,20.2,14.9,10.2,0.5,0,4.7,7.9
8/25/2008,81,20.5,16.6,14.1,0,0,6,8.7
8/26/2008,81,20.3,17.6,15.5,0,0,0,7.9
8/27/2008,85,17.9,16.7,15.6,0,0,0,9.8
8/28/2008,85,20.8,17.5,15.7,0.8,0,0.7,7.9
8/29/2008,81,23.8,18.3,12.9,0,0,5.1,8.3
8/30/2008,79,22.9,17.3,11.6,0,0,11.2,7.9
8/31/2008,67,27.1,20.1,12.7,0,0,11.4,7.9
9/1/2008,74,22.1,18.2,13.1,0,0,2.8,10.7
9/2/2008,79,20.7,16.6,11.7,4.8,0,0.9,13.6
9/3/2008,84,18.7,13.7,11,0,0,1.9,11.3
9/4/2008,75,18.2,13.9,10.4,0,0,7.2,11.1
9/5/2008,76,20.3,16.4,11.5,1.5,0,2.5,9.9
9/6/2008,79,21.9,17.5,14.1,0.2,0,1.4,13.4
9/7/2008,80,19.4,15.7,13.3,2.8,0,3.9,11.6
9/8/2008,86,19,15,11.2,0.6,0,1.1,9.4
9/9/2008,74,23.8,16.8,8.8,0,0,11.7,7
9/10/2008,76,23.6,18.7,14.3,0,0,6.4,9.2
9/11/2008,74,25.2,19.4,12.6,0,0,10.6,7.4
9/12/2008,78,21.6,17.5,13.4,6.8,0,7.3,11.4
9/13/2008,65,16.4,12.8,7.2,0,0,11.6,14
9/14/2008,77,16.6,11.3,6.5,0,0,6.7,10.5
9/15/2008,82,15.5,10.5,7.1,0,0,3.2,10.1
9/16/2008,86,13.6,10.7,7.2,0,0,0,5.5
9/17/2008,80,16.2,11.2,5.6,0,0,2.8,5.3
9/18/2008,74,16.3,9.7,3.2,0,0,9.6,7.6
9/19/2008,78,16.5,9.9,3,0,0,6.8,5.8
9/20/2008,77,17.5,10.3,3.8,0,0,10.3,5.4
9/21/2008,86,16.4,10.9,6.4,0,0,2.3,8.2
9/22/2008,89,14.2,10,4.8,0,0,0,6.3
9/23/2008,96,12.8,11.4,9.8,8.8,0,0,9.8
9/24/2008,88,14.7,12.5,9.8,0,0,0.7,7.8
9/25/2008,87,15.9,10.7,6.6,0,0,6.1,8.6
9/26/2008,94,14.2,9.7,6.1,0,0,3.9,5.4
9/27/2008,81,19.2,10,3.2,0,0,8.3,3.1
9/28/2008,82,17.8,11.5,4.3,0.2,0,8.7,6.4
9/29/2008,94,13.1,10.8,8.2,5,0,0,9.4
9/30/2008,94,11.9,10.3,8.2,40.5,0,0,12.9
10/1/2008,91,15.1,11.2,8.8,19.2,0,0.2,16.6
10/2/2008,81,13.3,9.2,7.3,0.1,0,2.7,16
10/3/2008,83,12.5,8.3,5.5,0.6,0,7.7,9.8
10/4/2008,78,11.5,8.1,5.3,0.4,0,5.6,13.5
10/5/2008,91,11.2,10,8.5,15.1,0,0,16.3
10/6/2008,97,13.9,11.5,10.3,0,0,0,3.4
10/7/2008,86,18.3,14.1,9.6,0.5,0,3.9,7.9
10/8/2008,91,16.9,14,10.6,1.5,0,0.5,7.8
10/9/2008,88,16.8,11.4,6.2,0,0,6.6,6
10/10/2008,87,16.4,10.6,5.3,0,0,7.9,7.6
10/11/2008,87,19.2,13.8,10.4,0,0,8.4,7.7
10/12/2008,93,15.2,11.9,7.4,0,0,0.9,5.7
10/13/2008,84,20.6,14.2,6.3,0.6,0,7,8.1
10/14/2008,85,16.7,13.7,9.6,0,0,3.1,8.9
10/15/2008,87,15.7,13.4,11.3,2.6,0,0.3,12.7
10/16/2008,90,13.8,9.6,6.5,10.9,0,0.4,14.6
10/17/2008,84,13.2,8.5,5.7,0,0,5.9,10.5
10/18/2008,85,12.6,8.8,5.6,0,0,3.9,8.9
10/19/2008,84,14.6,10.5,8,0,0,2.4,8.5
10/20/2008,74,17.6,12.9,8.1,2,0,8.2,13.5
10/21/2008,89,15.7,11.4,6.9,4.9,0,0,11.6
10/22/2008,87,10.8,7.8,5.9,0,0,0.1,7.3
10/23/2008,82,13.1,8.2,4.7,0,0,8,10.2
10/24/2008,80,11.7,9.1,6.8,0.6,0,0,10.4
10/25/2008,89,13.2,9.9,5.2,0,0,4.2,10.6
10/26/2008,88,14.7,11.6,9.4,13,0,0.7,14
10/27/2008,88,11.7,8.7,4.6,0.3,0,2.9,11.6
10/28/2008,85,9.6,5.2,1.6,0,0,6,7.8
10/29/2008,96,6.3,2.3,-0.1,0,0,2.3,3.1
10/30/2008,95,4.3,3.1,1.7,4.5,0,0,7.1
10/31/2008,94,5.7,4.3,2,0,0,0.2,6.5
11/1/2008,95,6.5,5.5,4.3,1.3,0,0,9.3
11/2/2008,93,12.6,7.8,4.2,0,0,1.9,8.7
11/3/2008,98,8.8,7.6,6,0.1,0,0,9
11/4/2008,100,8.3,7.4,6.9,0.1,0,0,8.5
11/5/2008,95,9.8,9.3,8.1,1.2,0,0,11.1
11/6/2008,89,13.4,10.7,9.5,0,0,1.5,3.9
11/7/2008,88,12.1,9.9,7.7,0,0,0.9,7.1
11/8/2008,82,12.6,9.4,7,1.8,0,3.9,10.3
11/9/2008,78,12,9.3,7.6,1.8,0,1.4,16
11/10/2008,82,15,12.3,8.4,7.7,0,0.4,17
11/11/2008,78,15.5,11.4,7.3,2.6,0,2.5,20.3
11/12/2008,85,10.9,7.9,6,1,0,2.8,11.8
11/13/2008,91,9.1,7.4,6.2,0.8,0,0.2,9.5
11/14/2008,95,9.6,7.4,6,1,0,0,11.3
11/15/2008,97,10.7,10.1,9.5,2.4,0,0,13.9
11/16/2008,91,10.6,8,4.2,0.2,0,0.5,14
11/17/2008,89,8.7,5.2,2.7,0.2,0,5.3,6.1
11/18/2008,90,8,5.9,4.4,3.8,0,0,10
11/19/2008,89,9.4,7.5,4,1.2,0,0.3,13.8
11/20/2008,91,10,7.9,5,9.2,0,0.1,15.8
11/21/2008,96,6.1,2.9,-0.6,18.4,0,0.3,13.8
11/22/2008,100,0.7,0.2,-0.7,8.6,11,0,10.3
11/23/2008,96,2.1,0.5,-0.6,4.7,11,0.2,10.7
11/24/2008,98,0.2,-0.9,-3.3,0,13,2.3,7.3
11/25/2008,99,2.2,0.6,-0.5,0,10,0,5.2
11/26/2008,96,4.9,3.4,1,1.8,8,0,10.6
11/27/2008,97,6.3,5.2,4.2,0.6,0,0,10.6
11/28/2008,81,5.2,3.2,0.4,0.7,0,0.6,8.9
11/29/2008,95,3.2,1.5,-0.8,2.5,0,0,5.5
11/30/2008,94,3.6,1.2,-1.4,0.2,0,0.2,6.9
12/1/2008,92,5.4,2.2,-0.6,0.1,0,4.1,7
12/2/2008,94,6,3.3,1.3,4.4,0,1.2,11.1
12/3/2008,94,2.7,1.6,0.6,0,0,0,10.6
12/4/2008,93,5.5,2.8,1.2,3.1,0,0,10.7
12/5/2008,94,6.3,5.2,4.3,4.1,0,0,9
12/6/2008,100,5.5,4.8,4,0.3,0,0,5.7
12/7/2008,95,7,4.6,2.3,0,0,3.6,7.4
12/8/2008,89,4.6,3.5,1.9,0,0,1.7,9.7
12/9/2008,94,2.2,0.6,-0.9,1.3,0,0,9.1
12/10/2008,98,3.1,1.8,0,0,0,0.9,6.4
12/11/2008,100,0.8,-0.7,-2.5,0,0,0,3.3
12/12/2008,96,2,0.2,-2.9,0,0,0,9.2
12/13/2008,89,1.5,-0.6,-3.8,0,0,2.5,8.8
12/14/2008,88,5.9,1.6,-0.8,0,0,2.7,7.4
12/15/2008,92,3.9,3.4,2.7,0,0,0,7
12/16/2008,90,4,2.8,2,0,0,0,4.6
12/17/2008,97,2.6,1.2,0,1.5,0,0,6.7
12/18/2008,99,5,2.9,0.4,1.8,0,0,9
12/19/2008,93,6.8,5,2.8,3.6,0,1.6,10.6
12/20/2008,89,9.1,6.5,3.5,2,0,0,14.1
12/21/2008,96,9.1,6.6,2.4,2.5,0,0,12.7
12/22/2008,91,9.6,7.5,3.7,0,0,3.2,14
12/23/2008,100,5.7,4.6,3.1,1,0,0,6.6
12/24/2008,97,6.2,5.6,3.9,0.3,0,0,10.4
12/25/2008,86,4.9,3,-0.4,0,0,3,11.1
12/26/2008,81,0.3,-1.7,-3.9,0,0,6.2,9.5
12/27/2008,81,0.3,-1.9,-3.9,0,0,5,10.9
12/28/2008,88,-0.4,-3,-5,0,0,5.3,10.1
12/29/2008,92,-2.5,-4.7,-6.1,0,0,6,8.7
12/30/2008,94,-1.8,-5.9,-8.4,0,0,6,4.7
12/31/2008,94,-1.4,-6.3,-9.5,0,0,5.8,4.8
1/1/2009,97,-0.7,-2.4,-4.9,0.7,0,0,5.8
1/2/2009,97,0.4,-2,-8.2,0,1,0.5,8.9
1/3/2009,88,0.6,-4.7,-11.2,2.4,1,0,9.5
1/4/2009,98,1,0.6,0.1,6.7,1,0,11.3
1/5/2009,89,0.3,-2.6,-8.7,0,5,0.7,9.4
1/6/2009,88,-4.5,-9,-12.2,0,3,6.2,4.1
1/7/2009,93,-2.8,-5.4,-11.5,1.2,3,0,9.2
1/8/2009,99,-3.9,-6,-10.2,0,4,0,3.2
1/9/2009,93,-3.1,-8.3,-11.6,0,4,4.4,2.8
1/10/2009,83,-1.8,-6.7,-10,0,4,6.3,7
1/11/2009,58,2.9,-0.8,-6.5,0,4,6.2,11.3
1/12/2009,43,7.2,4.8,2,0,3,5.2,15
1/13/2009,89,5.6,4.1,3.1,7,0,0,12.5
1/14/2009,99,3.8,3.2,2.8,0,0,0,7
1/15/2009,97,4.7,2.1,-1.8,0,0,2.4,5.3
1/16/2009,91,1.8,-0.1,-2.3,0.5,0,0.5,6.2
1/17/2009,89,7.1,4,0.3,2.2,0,2.3,9.7
1/18/2009,88,6.3,4.7,2.5,3.9,0,0,14.5
1/19/2009,86,8,4.3,1.8,2.1,0,0,16.7
1/20/2009,77,6.2,3.8,1.5,0,0,2.9,13.8
1/21/2009,85,5.1,1.8,-1.9,0,0,1.4,7.7
1/22/2009,76,5.5,3,0.1,1.3,0,1.4,14.5
1/23/2009,91,5.7,3.8,2.6,15.3,0,0,16.6
1/24/2009,94,4.3,3.4,1.6,1.1,0,0,13.6
1/25/2009,85,5.8,2.4,-1.7,0,0,7.1,9.5
1/26/2009,94,3.7,-0.4,-2.3,0,0,5.4,7.5
1/27/2009,92,0.7,-0.1,-1.9,0,0,0,5
1/28/2009,98,1.7,-1.2,-3.9,0,0,1.7,4.3
1/29/2009,83,2.6,-0.7,-3.9,0,0,7.1,7.6
1/30/2009,85,1.3,-1.4,-3.8,0,0,7.1,8.7
1/31/2009,80,2,-0.3,-3.5,0.6,0,0,10.9
2/1/2009,82,-0.9,-2.3,-4.2,0,0,0,12.3
2/2/2009,80,3.1,0.7,-1.1,0,0,3.4,12.9
2/3/2009,92,4.3,0.7,-1.7,0,0,6.7,6
2/4/2009,100,2.4,0.5,-1.8,0.1,0,0,4.2
2/5/2009,90,8.3,3.8,-0.8,0.9,0,0.4,7.9
2/6/2009,85,9.6,5.5,1.9,0,0,6.5,5.2
2/7/2009,99,4,2,-0.4,2.6,0,0,8
2/8/2009,92,4.8,1.3,-0.5,0.9,0,3.3,10.5
2/9/2009,90,2.7,1.5,-0.4,7.9,0,0,9.2
2/10/2009,96,7.3,3.3,0.5,6.1,0,0,13
2/11/2009,89,4,1.8,-0.5,2.8,0,2.3,10.4
2/12/2009,93,3.5,0.5,-1,0.9,0,1.4,8.8
2/13/2009,98,1.5,0.7,-0.2,5.8,0,0,8.8
2/14/2009,81,2,-0.9,-4.3,0,0,5.8,9.6
2/15/2009,91,2,-0.8,-4.5,6.5,0,0.5,9.9
2/16/2009,100,5.5,3.7,1.1,13.5,2,0,7.4
2/17/2009,87,5.1,1.4,-3.2,0,0,0.7,10.1
2/18/2009,75,1.9,-1.7,-5.6,0,0,1.9,4
2/19/2009,78,3.4,0.2,-1.9,4,0,3,10.7
2/20/2009,98,5.5,3.5,1.3,2.5,0,0,8.2
2/21/2009,93,6.7,3.9,1.7,2.6,0,0,10.7
2/22/2009,96,6.9,5.5,4.3,3.5,0,0,13.1
2/23/2009,91,5.8,4.5,3.6,1.3,0,0.1,11.9
2/24/2009,82,6.4,4,2.6,0,0,0.5,5.8
2/25/2009,86,7,4.5,2.5,3.1,0,0.1,10
2/26/2009,88,9.1,6.2,5.3,6.6,0,1.1,14.1
2/27/2009,100,7.6,6.4,5.6,8.6,0,0,9.3
2/28/2009,98,8.7,7.8,6.3,1.3,0,0,7.5
3/1/2009,94,9.6,6.9,4,0.1,0,0.5,5.9
3/2/2009,92,8.6,6.2,2.9,0,0,0,8.9
3/3/2009,76,9.7,5.4,1.7,0,0,3.8,9.1
3/4/2009,61,10.6,7.1,3.4,0,0,6.8,14.6
3/5/2009,89,6.4,4.5,3.5,2.7,0,0,6.7
3/6/2009,98,5.3,4,2.2,12.8,0,0,9.8
3/7/2009,82,8.5,4.9,2.6,0.2,0,4.3,8.7
3/8/2009,80,9.8,6.9,2.8,4.8,0,1.4,14.6
3/9/2009,86,7.4,4.2,1.8,1.1,0,0.5,14.4
3/10/2009,91,5.6,4.5,3.5,12.2,0,0,10.7
3/11/2009,82,9.1,5.4,3.1,0.1,0,1.3,9.3
3/12/2009,91,8.4,6.2,3.6,3.9,0,0,10.6
3/13/2009,79,11.8,7.6,3.6,0,0,7.4,9.1
3/14/2009,80,13.3,8.5,4.7,1.8,0,1,9.6
3/15/2009,91,8,7.1,5.6,4.3,0,0,11.9
3/16/2009,90,8.7,6.4,4.9,0,0,0,5.7
3/17/2009,75,11.5,7.4,2.8,0,0,5.4,9.6
3/18/2009,76,9.6,5.1,2.2,0,0,4.4,8.5
3/19/2009,67,10.6,5.1,-0.1,0,0,5.7,11
3/20/2009,59,8.5,2.9,-2.5,0,0,10.9,6.8
3/21/2009,58,11.7,4.8,-2.5,0.2,0,10.9,8.5
3/22/2009,75,9.9,6.8,3,0.3,0,1.1,12.8
3/23/2009,87,8.7,6.1,2.4,9.2,0,0.1,17.2
3/24/2009,74,7.1,2.8,-1.2,1.1,0,5.7,14.2
3/25/2009,90,6.9,3,-0.5,7.9,0,0.2,11.6
3/26/2009,93,8,5.9,4,8.8,0,0.1,13.4
3/27/2009,82,8.8,5.9,3.5,3.4,0,3.3,15.3
3/28/2009,88,8.4,5.4,3.4,4.3,0,0.5,13.4
3/29/2009,82,10.3,5.6,0.5,0,0,1.7,7.8
3/30/2009,69,11.8,5.1,-1.7,0,0,11.4,6.3
3/31/2009,65,13.8,6.9,-1.2,0,0,11.9,6.1
4/1/2009,72,15,9.2,1.7,0,0,10.7,10.3
4/2/2009,69,17.3,11.3,6.2,0,0,10.9,14.4
4/3/2009,64,22.1,14.1,5.7,0,0,11.8,5.3
4/4/2009,78,16.6,11.6,7.6,0,0,1.3,9
4/5/2009,78,14.5,10.1,7.5,0,0,3.3,4.1
4/6/2009,68,19.5,13.2,6.3,0.1,0,6.6,7.6
4/7/2009,65,23.1,15.6,9.7,4.7,0,10.5,11.6
4/8/2009,77,17.5,11.9,8,1.9,0,6.2,15.1
4/9/2009,79,18.8,12.7,5.7,0,0,5.3,6.1
4/10/2009,64,23.4,16.3,8.7,0,0,11.1,8.6
4/11/2009,66,22.6,16.6,10.6,0,0,10.3,6.5
4/12/2009,67,21.6,15.5,9.6,0,0,10.4,6.9
4/13/2009,76,21.4,15,8.6,0,0,9.1,5.4
4/14/2009,77,21.3,15,9,0,0,7.1,4.7
4/15/2009,66,22.7,16.2,8.4,0,0,11.9,7.6
4/16/2009,57,22,15.8,8.5,0.4,0,9.8,10.5
4/17/2009,59,17.9,12.7,6.9,0,0,7.7,11.9
4/18/2009,61,17.7,10.5,4.5,0,0,9.4,11.8
4/19/2009,67,17.3,11.2,5.1,0,0,10.2,8.6
4/20/2009,62,19.2,12.6,4.9,0,0,13.3,8.4
4/21/2009,55,20.1,13.1,4.2,0,0,13.4,6.7
4/22/2009,70,15.4,9.6,5,0,0,4.7,12.6
4/23/2009,66,15.9,10.9,6.9,0,0,6.8,7.1
4/24/2009,60,20.2,12.9,3.5,0,0,13.1,11.5
4/25/2009,52,22.1,15.6,9.4,1.2,0,9.8,13.2
4/26/2009,65,24.2,16.4,9.8,7.8,0,8.3,5.7
4/27/2009,73,17.4,13.4,10.7,11.3,0,5,12.1
4/28/2009,93,11.8,10.3,6.5,0.9,0,0,6.8
4/29/2009,85,13.1,9.7,5.6,0.3,0,0.3,5.5
4/30/2009,80,18.1,12.8,7.9,0,0,3,9
5/1/2009,85,18.7,12.9,7.9,0,0,7.3,4.9
5/2/2009,71,20.7,14.9,9.1,0,0,11.1,8.5
5/3/2009,75,16.4,11.9,7.8,0,0,1.4,11.5
5/4/2009,64,14.5,9.8,4.9,0.4,0,4.3,9.5
5/5/2009,82,13.9,10.2,7.2,7.6,0,0.2,12.1
5/6/2009,94,12.9,11.5,10.6,10.5,0,0,14.2
5/7/2009,76,18.7,13.6,9.9,0,0,6.4,10.9
5/8/2009,72,18.1,13.3,7,0,0,4.4,15.4
5/9/2009,61,18,12.4,6,0,0,8.8,7.6
5/10/2009,59,21,14.3,6.7,0,0,8.6,7.7
5/11/2009,67,16.3,12.1,6.8,0,0,4,9.7
5/12/2009,57,17.4,11.7,4.5,0,0,15,12.8
5/13/2009,54,19.2,13.7,6.6,0,0,11.4,12.2
5/14/2009,53,17.4,14.1,10,1.6,0,2.4,11
5/15/2009,83,18.5,13.6,9.6,13.3,0,0.7,10.1
5/16/2009,71,17.2,13.4,7.9,0,0,7.9,9
5/17/2009,77,18.3,13.8,10,2,0,3,8.4
5/18/2009,62,20.3,14.9,9.6,0,0,12.2,10.4
5/19/2009,66,21.6,15,7,5,0,11.1,9.3
5/20/2009,70,21.4,16.2,9.8,0,0,10.8,5.2
5/21/2009,68,22.9,16,9.5,0,0,6.4,10.4
5/22/2009,70,18.9,12.9,7.1,1.5,0,10,16.4
5/23/2009,63,21.5,15.4,7.9,0,0,9.8,8.7
5/24/2009,57,24.4,18.3,10.7,0,0,15.2,10.2
5/25/2009,72,24.7,16.9,8.9,0,0,8.3,6.8
5/26/2009,71,25.9,18.2,9.3,0.2,0,6.5,19.2
5/27/2009,64,18.4,13.1,8.3,2,0,8.5,12.9
5/28/2009,72,18.7,13.7,7.1,0.1,0,6.5,13.4
5/29/2009,62,20.7,14,5.2,0,0,13,10.9
5/30/2009,61,21.6,15.2,7.3,0,0,10.7,11.2
5/31/2009,63,23.3,17.4,11.7,0,0,12,11.4
6/1/2009,56,25.5,19.3,11.8,0,0,13.9,11.6
6/2/2009,61,24,15.9,9.8,0,0,10.2,12.4
6/3/2009,63,16.5,11.6,7.9,0.3,0,3.1,13.8
6/4/2009,66,15.6,10.2,6.1,0,0,2.1,13.2
6/5/2009,66,15.6,10,5.2,0,0,4.6,7.2
6/6/2009,76,15.3,9.6,4,6.1,0,2.8,11.6
6/7/2009,86,15.6,11.5,8.8,18.4,0,0.5,9.1
6/8/2009,71,18.6,13.2,7.8,2.9,0,6.7,8.9
6/9/2009,78,22.1,15.2,11.2,4.2,0,3.8,12.4
6/10/2009,76,19.6,14.9,11.3,14.2,0,3.5,13.5
6/11/2009,90,15.5,12.2,9.6,8.9,0,0.6,14.5
6/12/2009,72,17.2,12.2,7.5,0.3,0,8.1,15
6/13/2009,64,20.4,13.6,5.9,0,0,14.6,7.7
6/14/2009,82,21.4,15.3,7.5,2.5,0,3.5,10.2
6/15/2009,82,18.2,15.3,9.7,2.1,0,0.5,6.6
6/16/2009,81,18.2,12.9,8.4,0.3,0,3.8,8.4
6/17/2009,67,22.2,15.6,5.5,0.5,0,10.9,8.6
6/18/2009,65,22.4,17.9,14,0,0,4.5,10.4
6/19/2009,64,18.7,15,10.1,0.7,0,8,15.3
6/20/2009,78,18.1,12.9,10,4.4,0,4.2,14.4
6/21/2009,78,16.8,12.8,8.6,1.3,0,4.4,9.4
6/22/2009,70,19.9,14.2,6.5,0,0,9,7.7
6/23/2009,66,23.4,17.4,11.4,0,0,11.8,10.9
6/24/2009,58,24.7,18.8,10.6,0,0,15.7,13.2
6/25/2009,67,25.5,18.8,13.7,0,0,10.7,11.9
6/26/2009,77,25.8,20.1,16.7,0,0,4.4,9.8
6/27/2009,78,24.1,19.9,16,0,0,2,10.4
6/28/2009,74,26,20.1,15,0,0,3.1,7
6/29/2009,69,27.8,22.3,17.1,0,0,7.2,6.9
6/30/2009,63,28.8,23,16.4,0,0,10.3,7
7/1/2009,68,29,22.7,15.7,0,0,10.4,7.5
7/2/2009,64,30.2,23.8,15.8,0,0,12.4,8.8
7/3/2009,67,32.4,23.8,17.5,0.6,0,9.5,14.7
7/4/2009,66,26.7,20.9,15,0,0,9.1,10
7/5/2009,54,28.1,21.3,11.7,3.1,0,14.9,8.9
7/6/2009,74,25.8,19.1,14.9,0,0,6.7,12.8
7/7/2009,68,23.8,17.2,13.1,4.9,0,10.3,13.1
7/8/2009,86,18.6,15.1,13,8.4,0,1.4,14.6
7/9/2009,82,19.5,13.6,10.8,7.6,0,3,11.3
7/10/2009,90,14.5,12.5,10.4,14.4,0,0.6,14.2
7/11/2009,86,19,13.6,10,4.5,0,2.6,13.2
7/12/2009,90,20,16.2,11.2,2,0,0.4,8.3
7/13/2009,67,23.9,18.2,12.3,0,0,12.1,9
7/14/2009,67,27.9,20.8,13.8,0,0,10.3,12.4
7/15/2009,65,26.6,21.3,15.9,0,0,12.4,10.9
7/16/2009,55,26.5,21.1,14.3,0,0,13.8,7.4
7/17/2009,62,25.8,20.2,16.8,0.8,0,3.5,9.7
7/18/2009,73,19.5,16.5,13,0,0,1.4,13
7/19/2009,82,19,15.2,12.4,4.8,0,2.8,12.5
7/20/2009,73,20.7,16.4,13.2,4,0,6.2,13
7/21/2009,67,27.1,20.2,12.7,27,0,10.4,18.6
7/22/2009,75,27,21.5,16.5,3.5,0,4.8,12.5
7/23/2009,88,20.1,17.9,15.1,14.6,0,2.2,8.5
7/24/2009,85,22.2,15.8,12.7,16.1,0,5.2,13
7/25/2009,78,21.4,16,11.2,2.5,0,5.7,14.3
7/26/2009,66,24.3,17.9,10.2,0,0,8.7,8.9
7/27/2009,60,28.1,21,14.4,1.9,0,8.7,12.3
7/28/2009,71,22.3,16.8,11.7,0,0,7,7.6
7/29/2009,57,26.3,20.1,11.2,3.2,0,5.8,9.1
7/30/2009,70,21.5,17.6,11.6,1.5,0,7.3,16.1
7/31/2009,65,21.7,15.9,9.7,0,0,13.1,7.3
8/1/2009,65,26.3,18.5,9.9,0.4,0,6.3,7.8
8/2/2009,81,22.5,18.1,13.7,2,0,1.2,10.6
8/3/2009,75,21.3,15.8,10.9,0,0,5.7,6.5
8/4/2009,65,24.3,17.4,9.5,0,0,10.9,4.3
8/5/2009,55,27,20.2,12.2,0,0,13.5,7.8
8/6/2009,53,29.1,22.5,13.7,0,0,13.6,8
8/7/2009,53,30.8,23.7,15.5,0,0,10,7.2
8/8/2009,89,21.1,19,17.9,23.9,0,1.1,6.4
8/9/2009,85,22.6,19.3,16.5,0,0,0.1,4.6
8/10/2009,77,24.1,19.2,16,0.3,0,3.2,7.5
8/11/2009,81,23.4,18.5,15.5,1,0,2.9,9.6
8/12/2009,85,20.1,17.5,15,1.4,0,0.7,9.3
